0.000000000000000000e+00,0.000000000000000000e+00
3.277010000000000339e-02,3.906839999999999966e-03
6.554029999999999578e-02,7.813689999999999872e-03
9.831040000000000612e-02,1.172050000000000002e-02
1.310810000000000031e-01,1.562739999999999962e-02
1.638509999999999966e-01,1.953420000000000156e-02
1.966209999999999902e-01,2.344109999999999944e-02
2.293910000000000116e-01,2.734790000000000137e-02
2.621609999999999774e-01,3.125479999999999925e-02
2.949309999999999987e-01,3.516160000000000119e-02
3.277010000000000201e-01,3.906840000000000312e-02
3.604720000000000146e-01,4.297530000000000100e-02
3.932419999999999805e-01,4.688210000000000294e-02
4.260120000000000018e-01,5.078900000000000081e-02
4.587820000000000231e-01,5.469580000000000275e-02
4.915519999999999889e-01,5.860270000000000062e-02
5.243219999999999548e-01,6.250949999999999562e-02
5.570920000000000316e-01,6.641640000000000044e-02
5.898630000000000262e-01,7.032320000000000237e-02
6.226329999999999920e-01,7.423009999999999331e-02
6.554029999999999578e-01,7.813689999999999525e-02
6.881730000000000347e-01,8.204369999999999719e-02
7.209430000000000005e-01,8.595060000000000200e-02
7.537129999999999663e-01,8.985740000000000394e-02
7.864830000000000432e-01,9.376429999999999487e-02
8.192540000000000378e-01,9.767109999999999681e-02
8.520240000000000036e-01,1.015780000000000016e-01
8.847939999999999694e-01,1.054849999999999954e-01
9.175640000000000462e-01,1.093920000000000031e-01
9.503340000000000121e-01,1.132989999999999969e-01
9.831039999999999779e-01,1.172050000000000036e-01
1.015870000000000051e+00,1.211119999999999974e-01
1.048640000000000017e+00,1.250189999999999912e-01
1.081409999999999982e+00,1.289260000000000128e-01
1.114179999999999948e+00,1.328330000000000066e-01
1.146949999999999914e+00,1.367400000000000004e-01
1.179729999999999945e+00,1.406459999999999932e-01
1.212499999999999911e+00,1.445529999999999871e-01
1.245270000000000099e+00,1.484600000000000086e-01
1.278040000000000065e+00,1.523670000000000024e-01
1.310810000000000031e+00,1.562739999999999962e-01
1.343579999999999997e+00,1.601809999999999901e-01
1.376349999999999962e+00,1.640870000000000106e-01
1.409119999999999928e+00,1.679940000000000044e-01
1.441889999999999894e+00,1.719009999999999982e-01
1.474660000000000082e+00,1.758079999999999921e-01
1.507430000000000048e+00,1.797150000000000136e-01
1.540200000000000014e+00,1.836220000000000074e-01
1.572969999999999979e+00,1.875290000000000012e-01
1.605739999999999945e+00,1.914349999999999941e-01
1.638509999999999911e+00,1.953419999999999879e-01
1.671280000000000099e+00,1.992490000000000094e-01
1.704050000000000065e+00,2.031560000000000032e-01
1.736820000000000030e+00,2.070629999999999971e-01
1.769589999999999996e+00,2.109699999999999909e-01
1.802359999999999962e+00,2.148760000000000114e-01
1.835129999999999928e+00,2.187830000000000052e-01
1.867899999999999894e+00,2.226899999999999991e-01
1.900670000000000082e+00,2.265969999999999929e-01
1.933440000000000047e+00,2.305039999999999867e-01
1.966210000000000013e+00,2.344110000000000082e-01
1.998979999999999979e+00,2.383180000000000021e-01
2.031750000000000167e+00,2.422239999999999949e-01
2.064519999999999911e+00,2.461309999999999887e-01
2.097290000000000099e+00,2.500379999999999825e-01
2.130059999999999842e+00,2.539449999999999763e-01
2.162830000000000030e+00,2.578520000000000256e-01
2.195600000000000218e+00,2.617590000000000194e-01
2.228369999999999962e+00,2.656649999999999845e-01
2.261140000000000150e+00,2.695719999999999783e-01
2.293909999999999894e+00,2.734790000000000276e-01
2.334579999999999878e+00,2.773860000000000214e-01
2.386340000000000128e+00,2.812930000000000152e-01
2.468780000000000197e+00,2.852000000000000091e-01
2.582300000000000040e+00,2.891070000000000029e-01
2.733870000000000022e+00,2.930130000000000234e-01
2.928659999999999819e+00,2.969200000000000172e-01
3.154450000000000198e+00,3.008270000000000111e-01
3.424230000000000107e+00,3.047340000000000049e-01
3.727840000000000042e+00,3.086409999999999987e-01
4.073109999999999786e+00,3.125479999999999925e-01
4.465539999999999843e+00,3.164540000000000131e-01
4.900350000000000428e+00,3.203610000000000069e-01
5.403019999999999712e+00,3.242680000000000007e-01
5.945649999999999658e+00,3.281749999999999945e-01
6.581909999999999705e+00,3.320819999999999883e-01
7.256240000000000023e+00,3.359889999999999821e-01
8.039039999999999964e+00,3.398959999999999759e-01
8.863440000000000651e+00,3.438019999999999965e-01
9.786279999999999646e+00,3.477089999999999903e-01
1.075699999999999967e+01,3.516159999999999841e-01
1.180480000000000018e+01,3.555229999999999779e-01
1.289920000000000044e+01,3.594300000000000272e-01
1.404620000000000068e+01,3.633370000000000211e-01
1.522860000000000014e+01,3.672429999999999861e-01
1.644079999999999941e+01,3.711499999999999799e-01
1.766529999999999845e+01,3.750569999999999737e-01
1.889760000000000062e+01,3.789640000000000231e-01
2.010579999999999856e+01,3.828710000000000169e-01
2.130110000000000170e+01,3.867780000000000107e-01
