0.000000000000000000e+00,7.081384950163520213e-05
2.341137123745819226e-02,3.728189641022361302e-03
4.682274247491638453e-02,6.300427907515636361e-03
7.023411371237457679e-02,8.305301567986101904e-03
9.364548494983276905e-02,9.947169077886194519e-03
1.170568561872909613e-01,1.135336270805189542e-02
1.404682274247491536e-01,1.255218819104251572e-02
1.638795986622073597e-01,1.358320476445269188e-02
1.872909698996655381e-01,1.463579231922365956e-02
2.107023411371237165e-01,1.552610236803151147e-02
2.341137123745819226e-01,1.638885548171472792e-02
2.575250836120401288e-01,1.713903327013080111e-02
2.809364548494983072e-01,1.790837578551312398e-02
3.043478260869564855e-01,1.864578503672639775e-02
3.277591973244147194e-01,1.930349794442201561e-02
3.511705685618728978e-01,1.993688237825684204e-02
3.745819397993310762e-01,2.053441481885194195e-02
3.979933110367892546e-01,2.115239820546703162e-02
4.214046822742474330e-01,2.165413687550333394e-02
4.448160535117056669e-01,2.227633624713557317e-02
4.682274247491638453e-01,2.278337031855860381e-02
4.916387959866220236e-01,2.321568423104512779e-02
5.150501672240802575e-01,2.378956729855592755e-02
5.384615384615384359e-01,2.426565291388173978e-02
5.618729096989966143e-01,2.469276176099354653e-02
5.852842809364547927e-01,2.519219851633964363e-02
6.086956521739129711e-01,2.561604817889162611e-02
6.321070234113711495e-01,2.604389062207749378e-02
6.555183946488294389e-01,2.650375771779225897e-02
6.789297658862876172e-01,2.690588941772342063e-02
7.023411371237457956e-01,2.728592167019713854e-02
7.257525083612039740e-01,2.773900566542959398e-02
7.491638795986621524e-01,2.807634252056769725e-02
7.725752508361203308e-01,2.847481153982853869e-02
7.959866220735785092e-01,2.886794609441457535e-02
8.193979933110366876e-01,2.919666961202485589e-02
8.428093645484948659e-01,2.961006146047507823e-02
8.662207357859531554e-01,2.999006105523282367e-02
8.896321070234113337e-01,3.029109665729443068e-02
9.130434782608695121e-01,3.060327320824222236e-02
9.364548494983276905e-01,3.098661133885546176e-02
9.598662207357858689e-01,3.133103770360064211e-02
9.832775919732440473e-01,3.161931522518848792e-02
1.006688963210702337e+00,3.195366288100368046e-02
1.030100334448160515e+00,3.227066456585840626e-02
1.053511705685618693e+00,3.259402664288095497e-02
1.076923076923076872e+00,3.290312218432454167e-02
1.100334448160535050e+00,3.324427127243983343e-02
1.123745819397993229e+00,3.350542373420289932e-02
1.147157190635451407e+00,3.385017784328317458e-02
1.170568561872909585e+00,3.412569781278492614e-02
1.193979933110367764e+00,3.440053150720608077e-02
1.217391304347825942e+00,3.466497444441611619e-02
1.240802675585284121e+00,3.501192921070534619e-02
1.264214046822742299e+00,3.530438547158010892e-02
1.287625418060200477e+00,3.555058252272096792e-02
1.311036789297658878e+00,3.581777405352604138e-02
1.334448160535117056e+00,3.607766055273620154e-02
1.357859531772575234e+00,3.633455592287554436e-02
1.381270903010033413e+00,3.658648561630064439e-02
1.404682274247491591e+00,3.689526739728613697e-02
1.428093645484949770e+00,3.712484915111773087e-02
1.451505016722407948e+00,3.736694284265323213e-02
1.474916387959866126e+00,3.763745075378204658e-02
1.498327759197324305e+00,3.789615831494873993e-02
1.521739130434782483e+00,3.810002837771951645e-02
1.545150501672240662e+00,3.832693449374017375e-02
1.568561872909698840e+00,3.854892232371934235e-02
1.591973244147157018e+00,3.876295595705296637e-02
1.615384615384615197e+00,3.905403540627629122e-02
1.638795986622073375e+00,3.933849720910907732e-02
1.662207357859531554e+00,3.948887134650679726e-02
1.685618729096989732e+00,3.966582255991168982e-02
1.709030100334448132e+00,3.996375948720125998e-02
1.732441471571906311e+00,4.016020839485893307e-02
1.755852842809364489e+00,4.042514699227291175e-02
1.779264214046822667e+00,4.058195528010714870e-02
1.802675585284280846e+00,4.082071549595737286e-02
1.826086956521739024e+00,4.100383669170758194e-02
1.849498327759197203e+00,4.126051293463792874e-02
1.872909698996655381e+00,4.144875773769208377e-02
1.896321070234113559e+00,4.163716643988412541e-02
1.919732441471571738e+00,4.188638874876365187e-02
1.943143812709029916e+00,4.206093948404980576e-02
1.966555183946488095e+00,4.224006719139091620e-02
1.989966555183946273e+00,4.248471154204694344e-02
2.013377926421404673e+00,4.267428399747267426e-02
2.036789297658862630e+00,4.288267521430443041e-02
2.060200668896321030e+00,4.308593893089552457e-02
2.083612040133778986e+00,4.326500497829266489e-02
2.107023411371237387e+00,4.346035629804506639e-02
2.130434782608695343e+00,4.364528229766566347e-02
2.153846153846153744e+00,4.380503228508422081e-02
2.177257525083611700e+00,4.396331980337579715e-02
2.200668896321070100e+00,4.425890684036171141e-02
2.224080267558528057e+00,4.445266009453684858e-02
2.247491638795986457e+00,4.457086276097942112e-02
2.270903010033444858e+00,4.474631039336911947e-02
2.294314381270902814e+00,4.498002852701563775e-02
2.317725752508361214e+00,4.512664148845243334e-02
2.341137123745819171e+00,4.533310797890146432e-02
2.364548494983277571e+00,4.554655676469524656e-02
2.387959866220735528e+00,4.568955188460702144e-02
2.411371237458193928e+00,4.589976351071232280e-02
2.434782608695651884e+00,4.606393757964620528e-02
2.458193979933110285e+00,4.620994599280339732e-02
2.481605351170568241e+00,4.641375886610882989e-02
2.505016722408026641e+00,4.663407981945137670e-02
2.528428093645484598e+00,4.677630910717944790e-02
2.551839464882942998e+00,4.693956926954433867e-02
2.575250836120400955e+00,4.713202364994076299e-02
2.598662207357859355e+00,4.730318418115118245e-02
2.622073578595317755e+00,4.746050542457386223e-02
2.645484949832775712e+00,4.767364285233997162e-02
2.668896321070234112e+00,4.781991280619137669e-02
2.692307692307692069e+00,4.793591192744681151e-02
2.715719063545150469e+00,4.814784272473254800e-02
2.739130434782608425e+00,4.829502865006855827e-02
2.762541806020066826e+00,4.849894640016134267e-02
2.785953177257524782e+00,4.864882884333809193e-02
2.809364548494983183e+00,4.878505197740051758e-02
2.832775919732441139e+00,4.893195622892591162e-02
2.856187290969899539e+00,4.915482016778491975e-02
2.879598662207357496e+00,4.928813683520295863e-02
2.903010033444815896e+00,4.940977438787395176e-02
2.926421404682273852e+00,4.961279368736069839e-02
2.949832775919732253e+00,4.978067638472457451e-02
2.973244147157190209e+00,4.990585947424955315e-02
2.996655518394648610e+00,5.006481795931225914e-02
3.020066889632107010e+00,5.016420920430039038e-02
3.043478260869564966e+00,5.030749807278055152e-02
3.066889632107023367e+00,5.046663186032442766e-02
3.090301003344481323e+00,5.063622262638409893e-02
3.113712374581939724e+00,5.078653797740382420e-02
3.137123745819397680e+00,5.086201930017610062e-02
3.160535117056856080e+00,5.099488876255388325e-02
3.183946488294314037e+00,5.122749962386437955e-02
3.207357859531772437e+00,5.133258572060579727e-02
3.230769230769230393e+00,5.142510996131598178e-02
3.254180602006688794e+00,5.156468903841882057e-02
3.277591973244146750e+00,5.172431646739748812e-02
3.301003344481605151e+00,5.190147844645928016e-02
3.324414715719063107e+00,5.197210856115801192e-02
3.347826086956521507e+00,5.207448094030303620e-02
3.371237458193979464e+00,5.227869225267004621e-02
3.394648829431437864e+00,5.244473795763460178e-02
3.418060200668896265e+00,5.246483393533989126e-02
3.441471571906354221e+00,5.268520469158585046e-02
